INFO:root:[2023-10-14 13:23:29] Error: Usage: Python ProcInfo2.py <process_name>
INFO:root:[2023-10-14 13:26:37] Error: get_process_info() takes 0 positional arguments but 1 was given
INFO:root:Name:System Idle Process, PID: 0, Username:NT AUTHORITY\SYSTEM
INFO:root:Name:MemCompression, PID: 3560, Username:None
INFO:root:Name:svchost.exe, PID: 3616, Username:None
INFO:root:Name:igfxCUIServiceN.exe, PID: 3644, Username:None
INFO:root:Name:svchost.exe, PID: 3684, Username:None
INFO:root:Name:svchost.exe, PID: 3696, Username:None
INFO:root:Name:svchost.exe, PID: 3844, Username:None
INFO:root:Name:svchost.exe, PID: 3868, Username:None
INFO:root:Name:RuntimeBroker.exe, PID: 3904, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 4028, Username:None
INFO:root:Name:unsecapp.exe, PID: 4124, Username:None
INFO:root:Name:audiodg.exe, PID: 4136, Username:None
INFO:root:Name:WmiPrvSE.exe, PID: 4204, Username:None
INFO:root:Name:unsecapp.exe, PID: 4300, Username:ADPROD\khiray
INFO:root:Name:OneDrive.exe, PID: 4344, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 4352, Username:None
INFO:root:Name:svchost.exe, PID: 4616, Username:None
INFO:root:Name:svchost.exe, PID: 4624, Username:None
INFO:root:Name:msedge.exe, PID: 4728, Username:ADPROD\khiray
INFO:root:Name:WmiPrvSE.exe, PID: 4748, Username:None
INFO:root:Name:svchost.exe, PID: 4800, Username:None
INFO:root:Name:vpnagent.exe, PID: 4852, Username:None
INFO:root:Name:svchost.exe, PID: 4860, Username:None
INFO:root:Name:svchost.exe, PID: 4876, Username:None
INFO:root:Name:Code.exe, PID: 4892, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 4944, Username:None
INFO:root:Name:BeyondIdentityViewHelper.exe, PID: 5040, Username:None
INFO:root:Name:svchost.exe, PID: 5100, Username:None
INFO:root:Name:msedge.exe, PID: 5188, Username:ADPROD\khiray
INFO:root:Name:wlanext.exe, PID: 5240, Username:None
INFO:root:Name:svchost.exe, PID: 5276, Username:None
INFO:root:Name:conhost.exe, PID: 5284, Username:None
INFO:root:Name:jucheck.exe, PID: 5452, Username:ADPROD\khiray
INFO:root:Name:dasHost.exe, PID: 5460, Username:None
INFO:root:Name:svchost.exe, PID: 5480, Username:None
INFO:root:Name:armsvc.exe, PID: 5564, Username:None
INFO:root:Name:mtxagent.exe, PID: 5572, Username:None
INFO:root:Name:PGEPOService.exe, PID: 5580, Username:None
INFO:root:Name:ciscod.exe, PID: 5588, Username:None
INFO:root:Name:svchost.exe, PID: 5600, Username:None
INFO:root:Name:DefendpointService.exe, PID: 5612, Username:None
INFO:root:Name:IntelAudioService.exe, PID: 5628, Username:None
INFO:root:Name:OneApp.IGCC.WinService.exe, PID: 5640, Username:None
INFO:root:Name:OfficeClickToRun.exe, PID: 5648, Username:None
INFO:root:Name:MNEService.exe, PID: 5660, Username:None
INFO:root:Name:infoblox_rc_service.exe, PID: 5668, Username:None
INFO:root:Name:masvc.exe, PID: 5676, Username:None
INFO:root:Name:macmnsvc.exe, PID: 5684, Username:None
INFO:root:Name:esif_uf.exe, PID: 5692, Username:None
INFO:root:Name:fcags.exe, PID: 5700, Username:None
INFO:root:Name:svchost.exe, PID: 5708, Username:None
INFO:root:Name:svchost.exe, PID: 5716, Username:None
INFO:root:Name:RtkAudUService64.exe, PID: 5724, Username:None
INFO:root:Name:svchost.exe, PID: 5732, Username:None
INFO:root:Name:TbtP2pShortcutService.exe, PID: 5740, Username:None
INFO:root:Name:MicrosoftSearchInBing.exe, PID: 5748, Username:None
INFO:root:Name:jhi_service.exe, PID: 5756, Username:None
INFO:root:Name:RstMwService.exe, PID: 5764, Username:None
INFO:root:Name:MfeFfCoreService.exe, PID: 5780, Username:None
INFO:root:Name:cvfwd.exe, PID: 5832, Username:None
INFO:root:Name:svchost.exe, PID: 5840, Username:None
INFO:root:Name:CptService.exe, PID: 5848, Username:None
INFO:root:Name:WMIRegistrationService.exe, PID: 5856, Username:None
INFO:root:Name:CSFalconService.exe, PID: 5868, Username:None
INFO:root:Name:CSFalconContainer.exe, PID: 5884, Username:None
INFO:root:Name:LMS.exe, PID: 5888, Username:None
INFO:root:Name:WavesAudioService.exe, PID: 5896, Username:None
INFO:root:Name:WavesSysSvc64.exe, PID: 5912, Username:None
INFO:root:Name:Teams.exe, PID: 5924, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 5972, Username:None
INFO:root:Name:cmd.exe, PID: 5980, Username:ADPROD\khiray
INFO:root:Name:CSFalconContainer.exe, PID: 6160, Username:None
INFO:root:Name:WebexHost.exe, PID: 6184, Username:ADPROD\khiray
INFO:root:Name:ShellExperienceHost.exe, PID: 6220, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 6740, Username:None
INFO:root:Name:EmaAgent.exe, PID: 6748, Username:None
INFO:root:Name:svchost.exe, PID: 7048, Username:None
INFO:root:Name:MfeFfProxy32.exe, PID: 7064, Username:None
INFO:root:Name:cvd.exe, PID: 7148, Username:None
INFO:root:Name:fcagswd.exe, PID: 7508, Username:None
INFO:root:Name:Skype.exe, PID: 7528, Username:ADPROD\khiray
INFO:root:Name:conhost.exe, PID: 8080, Username:None
INFO:root:Name:conhost.exe, PID: 8168, Username:None
INFO:root:Name:CSFalconContainer.exe, PID: 8304, Username:None
INFO:root:Name:svchost.exe, PID: 8320, Username:None
INFO:root:Name:macompatsvc.exe, PID: 8736, Username:None
INFO:root:Name:mfemactl.exe, PID: 8800, Username:None
INFO:root:Name:svchost.exe, PID: 8832, Username:None
INFO:root:Name:python3.11.exe, PID: 9000, Username:ADPROD\khiray
INFO:root:Name:Code.exe, PID: 9044, Username:ADPROD\khiray
INFO:root:Name:msedge.exe, PID: 9100, Username:ADPROD\khiray
INFO:root:Name:WUDFHost.exe, PID: 9424, Username:None
INFO:root:Name:svchost.exe, PID: 9448, Username:None
INFO:root:Name:svchost.exe, PID: 9456, Username:None
INFO:root:Name:svchost.exe, PID: 9548, Username:None
INFO:root:Name:Skype.exe, PID: 9680, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 9744, Username:None
INFO:root:Name:conhost.exe, PID: 9752, Username:None
INFO:root:Name:svchost.exe, PID: 9820, Username:None
INFO:root:Name:CSFalconContainer.exe, PID: 9912, Username:None
INFO:root:Name:CSFalconContainer.exe, PID: 10100, Username:None
INFO:root:Name:svchost.exe, PID: 10236, Username:None
INFO:root:Name:WUDFHost.exe, PID: 10440, Username:None
INFO:root:Name:wa_3rd_party_host_32.exe, PID: 10524, Username:None
INFO:root:Name:wa_3rd_party_host_64.exe, PID: 10608, Username:None
INFO:root:Name:svchost.exe, PID: 10612, Username:None
INFO:root:Name:mtxopswatproxy.exe, PID: 10644, Username:None
INFO:root:Name:conhost.exe, PID: 10712, Username:None
INFO:root:Name:conhost.exe, PID: 10832, Username:None
INFO:root:Name:unsecapp.exe, PID: 10900, Username:None
INFO:root:Name:dllhost.exe, PID: 10940, Username:None
INFO:root:Name:Dell.Insights.Agent.exe, PID: 11156, Username:None
INFO:root:Name:GoogleCrashHandler.exe, PID: 11404, Username:None
INFO:root:Name:dllhost.exe, PID: 11420, Username:ADPROD\khiray
INFO:root:Name:SearchHost.exe, PID: 11456, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 11488, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 11536, Username:None
INFO:root:Name:explorer.exe, PID: 11596, Username:ADPROD\khiray
INFO:root:Name:GoogleUpdate.exe, PID: 11812, Username:None
INFO:root:Name:dptf_helper.exe, PID: 11832, Username:ADPROD\khiray
INFO:root:Name:fcag.exe, PID: 11840, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 11856, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 11876, Username:ADPROD\khiray
INFO:root:Name:mtxproxy.exe, PID: 11880, Username:None
INFO:root:Name:sihost.exe, PID: 12000, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 12020, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 12052, Username:ADPROD\khiray
INFO:root:Name:taskhostw.exe, PID: 12076, Username:ADPROD\khiray
INFO:root:Name:igfxEMN.exe, PID: 12084, Username:ADPROD\khiray
INFO:root:Name:conhost.exe, PID: 12108, Username:None
INFO:root:Name:svchost.exe, PID: 12176, Username:ADPROD\khiray
INFO:root:Name:conhost.exe, PID: 12260, Username:None
INFO:root:Name:svchost.exe, PID: 12268, Username:None
INFO:root:Name:GoogleCrashHandler64.exe, PID: 12332, Username:None
INFO:root:Name:RtkAudUService64.exe, PID: 12444, Username:None
INFO:root:Name:svchost.exe, PID: 12580, Username:None
INFO:root:Name:svchost.exe, PID: 12612, Username:None
INFO:root:Name:chrome.exe, PID: 12652, Username:ADPROD\khiray
INFO:root:Name:ctfmon.exe, PID: 12768, Username:ADPROD\khiray
INFO:root:Name:Teams.exe, PID: 12804, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 12912, Username:None
INFO:root:Name:RtkAudUService64.exe, PID: 13092, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 13104, Username:ADPROD\khiray
INFO:root:Name:SearchIndexer.exe, PID: 13164, Username:None
INFO:root:Name:MfeFfProxy32.exe, PID: 13168, Username:ADPROD\khiray
INFO:root:Name:conhost.exe, PID: 13228, Username:ADPROD\khiray
INFO:root:Name:Widgets.exe, PID: 13324, Username:ADPROD\khiray
INFO:root:Name:msedge.exe, PID: 13372, Username:ADPROD\khiray
INFO:root:Name:CvEdgeMonitor.exe, PID: 13644, Username:ADPROD\khiray
INFO:root:Name:RuntimeBroker.exe, PID: 13680, Username:ADPROD\khiray
INFO:root:Name:msedge.exe, PID: 13828, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 13876, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 13896, Username:ADPROD\khiray
INFO:root:Name:RuntimeBroker.exe, PID: 14144, Username:ADPROD\khiray
INFO:root:Name:dllhost.exe, PID: 14312, Username:ADPROD\khiray
INFO:root:Name:SupportAssistAgent.exe, PID: 14488, Username:None
INFO:root:Name:TextInputHost.exe, PID: 14588, Username:ADPROD\khiray
INFO:root:Name:WavesSvc64.exe, PID: 14780, Username:ADPROD\khiray
INFO:root:Name:SecurityHealthSystray.exe, PID: 14904, Username:ADPROD\khiray
INFO:root:Name:fcagte.exe, PID: 14912, Username:ADPROD\khiray
INFO:root:Name:SecurityHealthService.exe, PID: 14968, Username:None
INFO:root:Name:fcagte.exe, PID: 15036, Username:ADPROD\khiray
INFO:root:Name:OneDrive.exe, PID: 15060, Username:ADPROD\khiray
INFO:root:Name:fcagte.exe, PID: 15072, Username:ADPROD\khiray
INFO:root:Name:PGSystemTray.exe, PID: 15136, Username:ADPROD\khiray
INFO:root:Name:atmgr.exe, PID: 15684, Username:ADPROD\khiray
INFO:root:Name:wmlhost.exe, PID: 15740, Username:ADPROD\khiray
INFO:root:Name:Teams.exe, PID: 15864, Username:ADPROD\khiray
INFO:root:Name:cmd.exe, PID: 15932, Username:ADPROD\khiray
INFO:root:Name:SystemSettings.exe, PID: 15944, Username:ADPROD\khiray
INFO:root:Name:ApplicationFrameHost.exe, PID: 15956, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 16172, Username:None
INFO:root:Name:Teams.exe, PID: 16284, Username:ADPROD\khiray
INFO:root:Name:CiscoCollabHost.exe, PID: 16308, Username:ADPROD\khiray
INFO:root:Name:CiscoCollabHost.exe, PID: 16524, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 16748, Username:None
INFO:root:Name:CiscoCollabHost.exe, PID: 16840, Username:ADPROD\khiray
INFO:root:Name:DDVDataCollector.exe, PID: 16944, Username:None
INFO:root:Name:DellAWESvc.exe, PID: 16988, Username:None
INFO:root:Name:CSFalconContainer.exe, PID: 17244, Username:None
INFO:root:Name:chrome.exe, PID: 17348, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 17476, Username:ADPROD\khiray
INFO:root:Name:Dell.Client.Framework.UserProcess.exe, PID: 17484, Username:None
INFO:root:Name:msedgewebview2.exe, PID: 17508, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 17532, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 17540, Username:ADPROD\khiray
INFO:root:Name:CiscoCollabHost.exe, PID: 17592, Username:ADPROD\khiray
INFO:root:Name:Code.exe, PID: 17668, Username:ADPROD\khiray
INFO:root:Name:WmiPrvSE.exe, PID: 17856, Username:None
INFO:root:Name:conhost.exe, PID: 18120, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 18132, Username:ADPROD\khiray
INFO:root:Name:DDVRulesProcessor.exe, PID: 18324, Username:None
INFO:root:Name:FileCoAuth.exe, PID: 18364, Username:ADPROD\khiray
INFO:root:Name:BeyondIdentity.exe, PID: 18524, Username:None
INFO:root:Name:Teams.exe, PID: 18608, Username:ADPROD\khiray
INFO:root:Name:Teams.exe, PID: 18636, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 18680, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 18708, Username:None
INFO:root:Name:Code.exe, PID: 18792, Username:ADPROD\khiray
INFO:root:Name:coredns.exe, PID: 18868, Username:None
INFO:root:Name:Grammarly.Desktop.exe, PID: 18908, Username:ADPROD\khiray
INFO:root:Name:WmiPrvSE.exe, PID: 18932, Username:None
INFO:root:Name:Dell.TechHub.Instrumentation.SubAgent.exe, PID: 19232, Username:None
INFO:root:Name:Dell.Remediation.Agent.exe, PID: 19236, Username:None
INFO:root:Name:Teams.exe, PID: 19432, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 19500, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 19520, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 19620, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 19780, Username:ADPROD\khiray
INFO:root:Name:crashpad_handler.exe, PID: 19892, Username:None
INFO:root:Name:Teams.exe, PID: 19952, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 19960, Username:ADPROD\khiray
INFO:root:Name:Skype.exe, PID: 20004, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 20048, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 20124, Username:ADPROD\khiray
INFO:root:Name:Skype.exe, PID: 20316, Username:ADPROD\khiray
INFO:root:Name:msedgewebview2.exe, PID: 20348, Username:ADPROD\khiray
INFO:root:Name:ServiceShell.exe, PID: 20496, Username:None
INFO:root:Name:svchost.exe, PID: 20508, Username:None
INFO:root:Name:Dell.TechHub.exe, PID: 20524, Username:None
INFO:root:Name:vpnui.exe, PID: 20628, Username:ADPROD\khiray
INFO:root:Name:Dell.DCF.UA.Bradbury.API.SubAgent.exe, PID: 20676, Username:None
INFO:root:Name:dllhost.exe, PID: 20684, Username:ADPROD\khiray
INFO:root:Name:UpdaterUI.exe, PID: 20708, Username:ADPROD\khiray
INFO:root:Name:Skype.exe, PID: 20900, Username:ADPROD\khiray
INFO:root:Name:ONENOTEM.EXE, PID: 20956, Username:ADPROD\khiray
INFO:root:Name:mctray.exe, PID: 21156, Username:ADPROD\khiray
INFO:root:Name:Skype.exe, PID: 21200, Username:ADPROD\khiray
INFO:root:Name:RuntimeBroker.exe, PID: 21208, Username:ADPROD\khiray
INFO:root:Name:msedge.exe, PID: 21424, Username:ADPROD\khiray
INFO:root:Name:Dell.TechHub.DataManager.SubAgent.exe, PID: 21652, Username:None
INFO:root:Name:SgrmBroker.exe, PID: 21724, Username:None
INFO:root:Name:jusched.exe, PID: 21900, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 21996, Username:None
INFO:root:Name:Lightshot.exe, PID: 22064, Username:ADPROD\khiray
INFO:root:Name:toast32.exe, PID: 22132, Username:ADPROD\khiray
INFO:root:Name:infoblox_rc_control_application.exe, PID: 22216, Username:ADPROD\khiray
INFO:root:Name:RuntimeBroker.exe, PID: 22324, Username:ADPROD\khiray
INFO:root:Name:Code.exe, PID: 22908, Username:ADPROD\khiray
INFO:root:Name:Code.exe, PID: 22996, Username:ADPROD\khiray
INFO:root:Name:svchost.exe, PID: 23012, Username:None
INFO:root:Name:DDVCollectorSvcApi.exe, PID: 23260, Username:None
INFO:root:Name:dllhost.exe, PID: 23376, Username:ADPROD\khiray
INFO:root:Name:dllhost.exe, PID: 23456, Username:ADPROD\khiray
INFO:root:Name:cmd.exe, PID: 23556, Username:ADPROD\khiray
INFO:root:Name:msedge.exe, PID: 23592, Username:ADPROD\khiray
INFO:root:Name:WmiApSrv.exe, PID: 23656, Username:None
INFO:root:Name:fcnm.exe, PID: 23716, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 23796, Username:ADPROD\khiray
INFO:root:Name:fcnm.exe, PID: 23824, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 23884, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 23936, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 23940, Username:ADPROD\khiray
INFO:root:Name:WidgetService.exe, PID: 23968, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 24180, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 24260, Username:ADPROD\khiray
INFO:root:Name:conhost.exe, PID: 24396, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 24480, Username:ADPROD\khiray
INFO:root:Name:Code.exe, PID: 24844, Username:ADPROD\khiray
INFO:root:Name:conhost.exe, PID: 24964, Username:None
INFO:root:Name:Code.exe, PID: 24996, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 25080, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 25188, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 25228, Username:ADPROD\khiray
INFO:root:Name:Code.exe, PID: 25300, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 25332, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 25356, Username:ADPROD\khiray
INFO:root:Name:chrome.exe, PID: 25392, Username:ADPROD\khiray
INFO:root:Name:Code.exe, PID: 25512, Username:ADPROD\khiray
INFO:root:[2023-10-14 13:30:32] Process infomation for 'Notepad' displayed sucessfully!!!
